fact_id,qid,name_a_dev,name_a_lat,name_b_dev,name_b_lat,dev_lang,relation_tier_num,relation_tier,name_b_dev_source,name_b_lat_source,generated_lat,name_b_cross_score,occupation_qids,country_qids,lang_priority,a_b_dev_similarity,audit_pass,issues,split,sim_first_name,sim_second_name,devanagari_pair_similarity,machine_notes,same_person,both_are_real_names,two_scripts_same_name_a,two_scripts_same_name_b,keep,reviewer_notes,source_url,review_method,corpus_batch,name_a_dev_source,name_a_lat_source,name_a_cross_score,a_b_lat_similarity,sitelink_count
q3530628,Q3530628,दिनुशा फर्नांडो,Dinusha Fernando,कंडाना अराचिगे दिनुशा मनोज फर्नांडो,Kandana Arachchige Dinusha Manoj Fernando,hi,3,alias_observed,google_en_to_hi,alias,FALSE,84.93,Q12299841,Q854,,62.5,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q3530628,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,86.67,57.69,0
q3531144,Q3531144,डेविड ओबुया,David Obuya,डेविड ओलुओच ओबुया,David Oluoch Obuya,hi,3,alias_observed,google_en_to_hi,alias,FALSE,84.85,Q12299841,Q114,,80,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q3531144,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,85.71,76.92,0
q235454,Q235454,के. आर. नारायणन,K. R. Narayanan,कोचेरिल रमन नारायणन,Kocheril Raman Narayanan,hi,3,alias_observed,google_en_to_hi,alias,FALSE,91.3,Q193391|Q82955,Q129286|Q1775277|Q668,,71.43,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q235454,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,84.62,66.67,0
q232451,Q232451,माधुरी दीक्षित,Madhuri Dixit,माधुरी दीक्षित नेने,Madhuri Dixit Nene,hi,3,alias_observed,google_en_to_hi,alias,FALSE,88.24,Q10800557|Q33999|Q5716684,Q668,,86.67,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q232451,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,84.62,85.71,0
q1316,Q1316,सद्दाम हुसैन,Saddam Hussein,सद्दाम हुसैन अब्द अल-माजिद अल-तिक्रिती,Saddam Hussein Abd al-Majid al-Tikriti,hi,3,alias_observed,verified_hindi,alias,FALSE,86.96,Q125804073|Q36180|Q47064|Q6625963|Q82955,Q149805|Q3041595|Q3108185|Q796,,46.51,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q1316,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,verified_hindi,,84.62,57.78,0
q6481681,Q6481681,लैमेक ओन्यांगो,Lameck Onyango,लैमेक ओन्यांगो न्गोचे,Lameck Onyango Ngoche,hi,3,alias_observed,google_en_to_hi,alias,FALSE,86.49,Q12299841,Q114,,78.57,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q6481681,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,84.62,81.25,0
q270691,Q270691,श्रीदेवी,Sridevi,श्रीदेवी कपूर,Sridevi Kapoor,hi,3,alias_observed,google_en_to_hi,alias,FALSE,84.62,Q10800557|Q13235160|Q3282637|Q33999,Q668,,80,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q270691,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,100,70,0
q3530582,Q3530582,रोहन जयसेकेरा,Rohan Jayasekera,रोहन स्टेनली अमरासिरीवर्धने जयसेकेरा,Rohan Stanley Amarasiriwardene Jayasekera,hi,3,alias_observed,google_en_to_hi,alias,FALSE,84.62,Q12299841,Q16|Q854,,51.16,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q3530582,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,90.32,56.6,0
q87075035,Q87075035,अन्ना बोरिसिव्ना शारहिना,Anna Borysivna Sharyhina,अन्ना शरहिना,Anna Sharyhina,hi,3,alias_observed,google_en_to_hi,label,FALSE,88,Q19509201,Q212,,66.67,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q87075035,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,alias,84.44,74.29,0
q8867,Q8867,गाए औलेंटी,Gae Aulenti,गेटाना औलेंटी,Gaetana Aulenti,hi,3,alias_observed,google_en_to_hi,alias,FALSE,88.89,Q11455387|Q11613590|Q1323191|Q2133309|Q2707485|Q42973|Q5322166,Q172579|Q38,,80,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q8867,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,84.21,83.33,0
q30876,Q30876,यश चोपड़ा,Yash Chopra,यश राज चोपड़ा,Yash Raj Chopra,hi,3,alias_observed,google_en_to_hi,alias,FALSE,84.62,Q2526255|Q28389|Q3282637|Q3455803,Q129286|Q1775277|Q668,,84.21,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q30876,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,84.21,86.96,0
q230874,Q230874,अन्ना हजारे,Anna Hazare,किसन बाबूराव हजारे,Kisan Baburao Hazare,hi,3,alias_observed,google_en_to_hi,alias,FALSE,84.21,Q1476215|Q16611574|Q2306091|Q3242115|Q3578589,Q129286|Q1775277|Q668,,46.15,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q230874,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,90,64.29,0
q1232736,Q1232736,दिमित्री विक्टोरोविच एनोसोव,Dmitri Victorovich Anosov,दिमित्री एनोसोव,Dmitri Anosov,hi,3,alias_observed,google_en_to_hi,label,FALSE,88.89,Q170790,Q15180|Q159,,71.11,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q1232736,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,alias,84,68.57,0
q148109,Q148109,सुब्रह्मण्यम चन्द्रशेखर,Subrahmanyan Chandrasekhar,चन्द्रशेखर सुब्रमन्यन,Chandrasekhar Subrahmanyan,hi,3,alias_observed,google_en_to_hi,alias,FALSE,84,Q11063|Q1622272|Q169470|Q170790|Q752129,Q129286|Q30|Q668,,42.86,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q148109,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,96,52,0
q3345604,Q3345604,अकरम खान,Akram Khan,मोहम्मद अकरम हुसैन खान,Mohammad Akram Hussain Khan,hi,3,alias_observed,google_en_to_hi,alias,FALSE,84,Q12299841,Q843|Q902,,57.14,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q3345604,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,90,54.55,0
q439635,Q439635,अब्दुल रहीम अय्यू,Abdul Rahim Ayew,अब्दुल इब्राहिम अय्यू,Abdul Ibrahim Ayew,hi,3,alias_observed,google_en_to_hi,alias,FALSE,85.71,Q937857,Q117,,87.5,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q439635,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,alias,83.87,93.33,0
q231690,Q231690,डॉ. बाबासाहेब अम्बेडकर,Dr. Babasaheb Ambedkar,बाबा साहेब,Babasaheb,hi,3,alias_observed,google_en_to_hi,alias,FALSE,94.74,Q1021386|Q1028181|Q10429346|Q11774202|Q121594|Q1234713|Q1238570|Q12859263|Q1476215|Q15958642|Q16323111|Q16611574|Q17351648|Q185351|Q188094|Q18814623|Q1930187|Q201788|Q22336956|Q2306091|Q28692502|Q30242234|Q3242115|Q36180|Q40348|Q4773904|Q4964182|Q63676514|Q64711780|Q77844028|Q808967|Q82955,Q129286|Q1775277|Q668,,66.67,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q231690,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,alias,83.72,64.29,0
q3530532,Q3530532,निरोशन बंदरतिलके,Niroshan Bandaratilleke,मपा रैलालगे चंडिमा निरोशन बंदराटिलके,Mapa Rallalage Chandima Niroshan Bandaratilleke,hi,3,alias_observed,google_en_to_hi,alias,FALSE,88.1,Q12299841,Q854,,63.83,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q3530532,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,83.72,67.69,0
q3529603,Q3529603,ब्रेंडन कुरुप्पु,Brendon Kuruppu,डॉन सरधा ब्रेंडन प्रियंता कुरुप्पु,Don Sardha Brendon Priyantha Kuruppu,hi,3,alias_observed,google_en_to_hi,alias,FALSE,83.58,Q12299841,Q854,,66.67,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q3529603,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,89.66,60.87,0
q3520028,Q3520028,उपुल चंदना,Upul Chandana,उमागिलिया दुरगे उपुल चंदना,Umagiliya Durage Upul Chandana,hi,3,alias_observed,google_en_to_hi,alias,FALSE,92.59,Q12299841,Q854,,54.55,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q3520028,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,83.33,61.54,0
q330970,Q330970,अनुष्का शेट्टी,Anushka Shetty,अनुष्का,Anushka,hi,3,alias_observed,google_en_to_hi,alias,FALSE,92.31,Q33999|Q4610556,Q668,,70,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q330970,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,83.33,70,0
q8597,Q8597,अकबर,Akbar,जलालुद्दीन मुहम्मद अकबर,Jalal-ud-Din Muhammad Akbar,hi,3,alias_observed,verified_hindi,alias,FALSE,88.46,Q116,,,33.33,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q8597,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,verified_hindi,,83.33,35.71,0
q3531610,Q3531610,कोलिन्स ओबुया,Collins Obuya,कोलिन्स ओमोंडी ओबुया,Collins Omondi Obuya,hi,3,alias_observed,google_en_to_hi,alias,FALSE,84.21,Q12299841,Q114,,70.97,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q3531610,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,83.33,80,0
q111772343,Q111772343,बलेन शाह,Balen Shah,बालेन्द्र शाह,Balendra Shah,hi,3,alias_observed,google_en_to_hi,label,FALSE,83.33,Q2252262|Q2305987|Q82955,Q837,,73.68,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q111772343,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,alias,84.21,85.71,0
q162708,Q162708,जीन-बेडेल बोकासा,Jean-Bedel Bokassa,सलाह एडिन अहमद बोकासा,Salah Eddine Ahmed Bokassa,hi,3,alias_observed,google_en_to_hi,alias,FALSE,83.33,Q189290|Q2159907|Q2304859|Q82955,Q142|Q189988|Q929,,38.89,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q162708,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,83.87,56.41,0
q202054,Q202054,कीसुके होंडा,Keisuke Honda,होंडा कीसुके,Honda Keisuke,hi,3,alias_observed,google_en_to_hi,alias,FALSE,83.33,Q1366909|Q628099|Q937857,Q17,,54.55,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q202054,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,83.33,58.33,0
q298448,Q298448,गोखन इनलर,Gokhan Inler,गोखान इनलर,Gökhan İnler,hi,3,alias_observed,google_en_to_hi,label,FALSE,83.33,Q937857,Q39|Q43,,94.74,,,,,,,A and B may be only spelling variants rather than distinct aliases; same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q298448,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,alias,88,90.91,0
q299542,Q299542,डेरेक बोटेंग,Derek Boateng,डेरेक ओवसु बोटेंग,Derek Owusu Boateng,hi,3,alias_observed,google_en_to_hi,alias,FALSE,83.33,Q937857,Q117,,82.76,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q299542,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,84.62,82.76,0
q315579,Q315579,कैफू तोशिकी,Kaifu Toshiki,तोशिकी कैफू,Toshiki Kaifu,hi,3,alias_observed,google_en_to_hi,label,FALSE,83.33,Q82955,Q17,,60,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q315579,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,alias,83.33,58.33,0
q333443,Q333443,अमरीश पुरी,Amrish Puri,अमरीशलाल पुरी,Amrishlal Puri,hi,3,alias_observed,manual,alias,FALSE,83.33,Q10800557|Q2259451|Q33999,Q129286|Q1775277|Q668,,88.89,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q333443,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,85.71,86.96,0
q46896,Q46896,झ्लाटन इब्राहिमोविच,Zlatan Ibrahimovic,ज्लाटन इब्रहिमोविक,Zlatan Ibrahimović,hi,3,alias_observed,manual,label,FALSE,83.33,Q33999|Q937857,Q34,,85.71,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q46896,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,manual,alias,86.49,94.12,0
q55780,Q55780,समर्थ रामदास स्वामी,Samarth Ramdas Swami,रामदास स्वामी,Ramdas Swami,hi,3,alias_observed,google_en_to_hi,alias,FALSE,83.33,Q36180|Q49757,,,82.76,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q55780,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,87.18,75.86,0
q735128,Q735128,हाशिम अमला,Hashim Amla,हाशिम मोहम्मद अमला,Hashim Mahomed Amla,hi,3,alias_observed,google_en_to_hi,alias,FALSE,83.33,Q12299841,Q258,,78.26,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q735128,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,85.71,74.07,0
q3530730,Q3530730,थिलिना कंडाम्बी,Thilina Kandamby,सहान हेवा थिलिना कंदांबी,Sahan Hewa Thilina Kandambi,hi,3,alias_observed,google_en_to_hi,alias,FALSE,87.5,Q12299841,Q854,,73.33,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q3530730,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,82.76,71.79,0
q560267,Q560267,अन्ना चकवेताद्ज़े,Anna Chakvetadze,अन्ना जाम्बुलिवना चकवेताद्ज़े,Anna Djambuliovna Chakvetadze,hi,3,alias_observed,google_en_to_hi,alias,FALSE,86.79,Q10833314|Q2986228,Q159,,66.67,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q560267,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,82.76,71.43,0
q297950,Q297950,रामास्वामी वेंकटरमन,Ramaswamy Venkataraman,आर. वेंकटरमन,R. Venkataraman,hi,3,alias_observed,google_en_to_hi,label,FALSE,82.76,Q16533|Q18814623|Q40348|Q82955,Q129286|Q1775277|Q668,,66.67,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q297950,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,alias,83.72,76.47,0
q179852,Q179852,लियो एसाकी,Leo Esaki,रेओना एसाकी,Reona Esaki,hi,3,alias_observed,google_en_to_hi,alias,FALSE,100,Q169470,Q17,,52.63,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q179852,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,82.35,77.78,0
q3531361,Q3531361,थिलन समरवीरा,Thilan Samaraweera,थिलन तुषारा समरवीरा,Thilan Thusara Samaraweera,hi,3,alias_observed,google_en_to_hi,alias,FALSE,87.5,Q12299841,Q854,,78.57,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q3531361,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,82.35,82.93,0
q191736,Q191736,निकोलय डेवीडेंको,Nikolay Davydenko,निकोलय व्लादिमिरोविच डेवीडेंको,Nikolay Vladimirovich Davydenko,hi,3,alias_observed,verified_hindi,alias,FALSE,86.67,Q10833314,Q159,,74.51,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q191736,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,verified_hindi,,82.35,71.11,0
q1425,Q1425,ट्रेजन,Trajan,त्रायानुस,Traianus,hi,3,alias_observed,verified_hindi,alias,FALSE,82.35,Q189290|Q372436|Q82955,Q1747689,,62.5,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q1425,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,verified_hindi,,92.31,71.43,0
q30487,Q30487,​​मिखाइल गोर्बाचेव,Mikhail Gorbachev,मिखाइल गोर्बाच्योव,Mikhail Gorbachyov,hi,3,alias_observed,google_en_to_hi,alias,FALSE,82.35,Q10800557|Q185351|Q188094|Q3578589|Q40348|Q82955,Q15180|Q159,,86.67,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q30487,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,84.85,90.91,0
q310376,Q310376,दिमित्री तुर्सुनोव,Dmitry Tursunov,दिमित्री इगोरविच तुर्सुनोव,Dmitry Igorevich Tursunov,hi,3,alias_observed,google_en_to_hi,alias,FALSE,82.35,Q10833314,Q159,,74.42,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q310376,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,86.67,75.68,0
q4168161,Q4168161,लुइस हारा,Luis Jara,लुइस जारा,Luís Jara,hi,3,alias_observed,manual,alias,FALSE,82.35,Q177220|Q947873,Q298,,71.43,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q4168161,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,manual,label,82.35,87.5,0
q5982945,Q5982945,इयान स्मिथ,Ian Smith,विवियन इयान स्मिथ,Vivian Ian Smith,hi,3,alias_observed,google_en_to_hi,alias,FALSE,82.35,Q12299841,Q258,,69.23,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q5982945,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,84.21,72.73,0
q180535,Q180535,हुआन मार्तिन देल पोत्रो,Juan Martín del Potro,हुआन मार्टिन देल पोर्तो,Juan Martin Del Potro,hi,3,alias_observed,manual,alias,FALSE,82.05,Q10833314,Q414,,85,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q180535,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,manual,label,82.05,94.44,0
q48093,Q48093,निकोलाई बुल्गानिन,Nikolai Bulganin,निकोलाई अलेक्जेंड्रोविच बुल्गानिन,Nikolai Alexandrovich Bulganin,hi,3,alias_observed,google_en_to_hi,alias,FALSE,81.97,Q1328323|Q189290|Q806798|Q82955,Q15180|Q34266,,68.09,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q48093,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,90.91,69.77,0
q159169,Q159169,नर्गिस दत्त,Nargis Dutt,नर्गीस दत्त,Nargis Datt,hi,3,alias_observed,manual,alias,FALSE,90.91,Q10800557|Q28389|Q33999|Q82955,Q129286|Q1775277|Q668,,90,,,,,,,A and B may be only spelling variants rather than distinct aliases; same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q159169,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,manual,alias,81.82,90,0
q194439,Q194439,मार्कोस सेना,Marcos Senna,मार्कोस एंटोनियो सेन्ना दा सिल्वा,Marcos Antonio Senna da Silva,hi,3,alias_observed,google_en_to_hi,alias,FALSE,88,Q937857,Q155|Q29,,57.89,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q194439,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,81.82,61.11,0
q207817,Q207817,अमीर खुस्रो,Amir Khusrau,अमीर खुसरो,Amir Khusrow,hi,3,alias_observed,manual,alias,FALSE,86.96,Q36180|Q4964182|Q49757|Q639669,Q668,,94.74,,,,,,,A and B may be only spelling variants rather than distinct aliases; same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q207817,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,manual,label,81.82,81.82,0
q122346,Q122346,हकान यकिन,Hakan Yakın,हकन यकीन,Hakan Yakin,hi,3,alias_observed,manual,alias,FALSE,85.71,Q628099|Q937857,Q39|Q43,,66.67,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q122346,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,manual,label,81.82,90,0
q7296749,Q7296749,रविन्दु शाह,Ravindu Shah,रविन्दु धीरजलाल शाह,Ravindu Dhirajlal Shah,hi,3,alias_observed,google_en_to_hi,alias,FALSE,85.71,Q12299841,Q114,,72,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q7296749,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,81.82,70.97,0
q55713,Q55713,आनंद यादव,Anand Yadav,आनंद रतन यादव,Anand Ratan Yadav,hi,3,alias_observed,google_en_to_hi,alias,FALSE,84.85,Q18814623|Q36180,Q129286|Q1775277|Q668,,84.21,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q55713,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,81.82,80,0
q34474,Q34474,अलेक्जेंडर सोल्झेनित्सिन,Aleksandr Solzhenitsyn,अलेक्जेंडर इसायेविच सोल्झेनित्सिन,Aleksandr Isayevich Solzhenitsyn,hi,3,alias_observed,google_en_to_hi,alias,FALSE,83.87,Q12144794|Q15949613|Q17010072|Q201788|Q214917|Q2251335|Q28389|Q36180|Q37226|Q47064|Q49757|Q6051619|Q6625963|Q662729,Q15180|Q159|Q223050|Q2305208,,85.71,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q34474,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,81.82,82.35,0
q207426,Q207426,एलेजांद्रो टोलेडो,Alejandro Toledo,एलेजांद्रो सेलेस्टिनो टोलेडो मैनरिक,Alejandro Celestino Toledo Manrique,hi,3,alias_observed,google_en_to_hi,alias,FALSE,81.82,Q188094|Q19324694|Q82955|Q9379869,Q419,,61.22,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q207426,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,86.67,63.83,0
q3520841,Q3520841,चार्ल लैंगवेल्ट,Charl Langeveldt,चार्ल केनेथ लैंगवेल्ट,Charl Kenneth Langeveldt,hi,3,alias_observed,google_en_to_hi,alias,FALSE,81.82,Q12299841,Q258,,81.08,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q3520841,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,86.67,81.08,0
q7193063,Q7193063,स्टीफन ओगोंजी टिकोलो,Stephen Ogonji Tikolo,स्टीव टिकोलो,Steve Tikolo,hi,3,alias_observed,google_en_to_hi,label,FALSE,81.82,Q12299841,Q114,,68.97,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q7193063,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,alias,82.05,66.67,0
q9038,Q9038,मुअम्मद इब्न मूसा अल-ख्वारिज्मी,Muḥammad ibn Musa al-Khwarizmi,अल-ख्वारिज्मी,al-Khwarizmi,hi,3,alias_observed,google_en_to_hi,alias,FALSE,81.82,Q11063|Q170790|Q201788|Q333634|Q4964182|Q901402,,,55,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q9038,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,,82.14,59.46,0
q3528791,Q3528791,घोलम नौशेर,Gholam Nousher,घोलम मोहम्मद नौशेर,Gholam Mohammad Nousher,hi,3,alias_observed,google_en_to_hi,alias,FALSE,86.36,Q12299841,Q843|Q902,,72,,,,,,,same-person relation inferred from aliases; verify source,yes,yes,yes,yes,yes,,https://www.wikidata.org/wiki/Q3528791,aligned_google_en_to_hi_plus_manual_verification,hindi_converted_601,google_en_to_hi,label,81.48,76.47,0
