fact_id,qid,name_a_dev,name_a_lat,name_b_dev,name_b_lat,dev_lang,relation_tier,relation_tier_num,name_b_dev_source,name_b_lat_source,generated_lat,occupation_qids,country_qids,review_method,corpus_batch,split,origin
q9161,Q9161,योसिफ ब्रोझ तितो,Josip Broz Tito,तितो,Tito,mr,explicit_plus_alias:pseudonym,2,alias,P742,False,Q111837|Q1397808|Q196721|Q3242115|Q3479990|Q372436|Q82955|Q860918,Q1277557|Q15102440|Q191077|Q28|Q83286,manual original-corpus review,original,train,foreign
q93330,Q93330,हुआन पेरॉन,Juan Perón,हुआन दॉमिंगो पेरॉन,Juan Domingo Perón,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q189290|Q372436|Q82955,Q414,manual original-corpus review,original,validation,foreign
q9513,Q9513,ए.पी.जे. अब्दुल कलाम,A. P. J. Abdul Kalam,अब्दुल कलाम,Abdul Kalam,mr,alias_observed,3,alias,alias,False,Q10497074|Q15895020|Q37226|Q49757|Q81096|Q82955|Q901,Q129286|Q1775277|Q668,manual original-corpus review,original,train,native
q9535,Q9535,शाहरुख खान,Shah Rukh Khan,किंग खान,King Khan,mr,explicit_plus_alias:pseudonym,2,alias,P742,False,Q10798782|Q10800557|Q28389|Q3282637|Q33999|Q5716684|Q578109|Q639669|Q947873,Q668,manual original-corpus review,original,validation,native
q9550,Q9550,कत्रिना कैफ,Katrina Kaif,कैटरीना रोज़मेरी टरकोट,Katrina Rosemary Turcotte,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10800557|Q33999|Q4610556,Q145,manual original-corpus review,original,train,foreign
q19901232,Q19901232,द्रौपदी मुर्मू,Droupadi Murmu,दुर्गी बिरञ्ची तुदू,Durgi Biranchi Tudu,mr,explicit_observed:birth_name,1,P1477,P1477,False,Q2251335|Q37226|Q82955,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q17150957,Q17150957,सुमन पोखरेळ,Suman Pokharel,सुमन पोखरेल,Sumana Pokharela,mr,explicit_plus_alias:birth_name,2,P1477,alias,False,Q1028181|Q11774202|Q14467526|Q1650915|Q214917|Q3077353|Q333634|Q36180|Q4263842|Q49757|Q6673651|Q753110|Q822146,Q837,same-QID observed-name provenance + lexical audit,extension,,foreign
q218401,Q218401,रोबेर्तो सोल्दादो,Roberto Soldado,रोबेर्तो सोल्दादो रियो,Roberto Soldado Rillo,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q937857,Q29,same-QID observed-name provenance + lexical audit,extension,,foreign
q250165,Q250165,सरोजिनी नायडू,Sarojini Naidu,सरोजिनी चटोपाध्याय,Sarojini Chattopadhyay,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q11571698|Q30242234|Q36180|Q49757|Q82955,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q466623,Q466623,एल्सा बेस्को,Elsa Beskow,एल्सा मार्टमन,Elsa Maartman,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1028181|Q10429561|Q15296811|Q15977927|Q1925963|Q2516866|Q36180|Q483501|Q4853732|Q644687,Q34,same-QID observed-name provenance + lexical audit,extension,,foreign
q793985,Q793985,सदगुरू,Sadhguru,जग्गी वासुदेव,Jaggi Vasudev,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q12328016|Q12362622|Q2901587|Q3578589|Q36180|Q484260,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q239513,Q239513,मार्क विदुका,Mark Viduka,मार्को अँथोनी विदुका,Mark Antony Viduka,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q937857,Q408,same-QID observed-name provenance + lexical audit,extension,,foreign
q219724,Q219724,आनाबेल मेदिना गॅरिग्वेस,Anabel Medina Garrigues,आना इसाबेल मेदिना गारिगेस,Ana Isabel Medina Garrigues,mr,explicit_plus_alias:birth_name,2,label,P1477,False,Q10833314|Q13219424,Q29,same-QID observed-name provenance + lexical audit,extension,,foreign
q164389,Q164389,विल्हेल्म ब्येर्क्नेस,Vilhelm Bjerknes,विल्हेल्म फ्रिमन कोरेन ब्येर्कनेस,Vilhelm Friman Koren Bjerknes,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1113838|Q12094958|Q1622272|Q169470|Q170790|Q2310145|Q901,Q20,same-QID observed-name provenance + lexical audit,extension,,foreign
q173158,Q173158,बेन किंग्स्ले,Ben Kingsley,कृष्णा पंडित भानजी,Krishna Pandit Bhanji,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10798782|Q10800557|Q2259451|Q33999|Q639669|Q948329,Q145,same-QID observed-name provenance + lexical audit,extension,,foreign
q380445,Q380445,शहीद आफ्रिदी,Shahid Afridi,साहिबझादा मोहम्मद शहीद खान आफ्रिदी,Sahibzada Mohammad Shahid Khan Afridi,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q12299841,Q843,same-QID observed-name provenance + lexical audit,extension,,foreign
q191023,Q191023,डिलन थॉमस,Dilan Tomas,डिलन मार्लै थॉमस,Dylan Marlais Thomas,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q214917|Q2526255|Q28389|Q36180|Q49757|Q639669|Q6625963|Q69423232|Q73306227|Q8178443,Q145|Q174193,same-QID observed-name provenance + lexical audit,extension,,foreign
q169846,Q169846,रुबिन्हो बॅरीकेलो,Rubinho Barrichello,रुबेन्स गोन्साल्वेस बॅरीकेलो,Rubens Gonçalves Barrichello,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10349745|Q10841764|Q2986228|Q947873,Q155,same-QID observed-name provenance + lexical audit,extension,,foreign
q377789,Q377789,दिलीप कुमार,Dilip Kumar,मोहम्मद युसुफ खान,Mohammed Yusuf Khan,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10800557|Q2526255|Q28389|Q3282637|Q33999|Q82955,Q129286|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q215434,Q215434,कागिशो डिक्गाकोई,Kagisho Dikgacoi,कागिशो एव्हिडन्स डीक्गाकोइ,Kagisho Evidence Dikgacoi,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q628099|Q937857,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q92608,Q92608,ब्रायन केर्निघन,Brian Kernighan,ब्रायन विल्सन केर्निघन,Brian Wilson Kernighan,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1622272|Q36180|Q5482740|Q81096|Q82594,Q16|Q30,same-QID observed-name provenance + lexical audit,extension,,foreign
q191136,Q191136,जेम्स मिलनेर,James Milner,जेम्स फिलिप मिल्नर,James Philip Milner,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q937857,Q145,same-QID observed-name provenance + lexical audit,extension,,foreign
q187238,Q187238,टिम काहील,Tim Cahill,टिमोथी फिलिगा काहील,Timothy Filiga Cahill,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q28389|Q36180|Q628099|Q937857,Q408|Q683,same-QID observed-name provenance + lexical audit,extension,,foreign
q516921,Q516921,आंद्रे अयेव,Andre Ayew,आंद्रे मॉर्गन रामी अयेव,André Morgan Rami Ayew,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q937857,Q117|Q142,same-QID observed-name provenance + lexical audit,extension,,foreign
q192712,Q192712,कै सीगबान,Kai Siegbahn,कै मान बोर्ये सीगबान,Kai Manne Börje Siegbahn,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1622272|Q169470,Q34,same-QID observed-name provenance + lexical audit,extension,,foreign
q80222,Q80222,जोसेफ लुई लाग्रांज,Joseph-Louis Lagrange,ज्युसेप्पे लोडोव्हिको लाग्रांजिया,Giuseppe Ludovico Lagrangia,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q11063|Q1622272|Q169470|Q170790|Q20919317|Q3519259|Q36180|Q82955,Q142|Q165154,same-QID observed-name provenance + lexical audit,extension,,foreign
q310965,Q310965,व्हिन्स ग्रेला,Vince Grella,व्हिन्सेन्झो ग्रेला,Vincenzo Grella,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q937857,Q408,same-QID observed-name provenance + lexical audit,extension,,foreign
q311559,Q311559,जॉशुआ केनेडी,Joshua Kennedy,जॉशुआ ब्लेक केनेडी,Joshua Blake Kennedy,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q937857,Q408,same-QID observed-name provenance + lexical audit,extension,,foreign
q312345,Q312345,थॉमाझ बेलुची,Thomaz Bellucci,थॉमाझ कॉचियाराली बेलुची,Thomaz Cocchiarali Bellucci,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10833314,Q155,same-QID observed-name provenance + lexical audit,extension,,foreign
q318549,Q318549,अनेले न्ग्कोंग्का,Anele Ngcongca,कॅल्व्हिन अनेले न्ग्कोंग्का,Calvin Anele Ngcongca,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q937857,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q215358,Q215358,लुकास नील,Lucas Neill,लुकास एडवर्ड नील,Lucas Edward Neill,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q937857,Q408,same-QID observed-name provenance + lexical audit,extension,,foreign
q310380,Q310380,जोनास ब्जोर्कमैन,Jonas Björkman,योनास लार्स ब्यॉर्कमन,Jonas Lars Björkman,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10833314,Q34,same-QID observed-name provenance + lexical audit,extension,,foreign
q321330,Q321330,माइल जेडिनाक,Mile Jedinak,मायकेल जॉन जेडिनाक,Michael John Jedinak,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q628099|Q937857,Q408,same-QID observed-name provenance + lexical audit,extension,,foreign
q170741,Q170741,मैने सिगबान,Manne Siegbahn,कार्ल माने जॉर्ज सीगबान,Karl Manne Georg Siegbahn,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1622272|Q169470,Q34,same-QID observed-name provenance + lexical audit,extension,,foreign
q483846,Q483846,गोंझालो हिगुएन,Gonzalo Higuaín,गोंझालो गेरार्डो हिगुएन,Gonzalo Gerardo Higuaín,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q937857,Q142|Q414,same-QID observed-name provenance + lexical audit,extension,,foreign
q80424,Q80424,नेली फर्टाडो,Nelly Furtado,नल्ल्य फ़र्तादो,Nelly Kim Furtado,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10800557|Q14915627|Q177220|Q183945|Q33999|Q36834|Q488205|Q639669|Q855091,Q16|Q45,same-QID observed-name provenance + lexical audit,extension,,foreign
q317521,Q317521,एलोन मस्क,Elon Musk,एलोन रीव मस्क,Elon Reeve Musk,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q11481802|Q12362622|Q131524|Q133253419|Q1979607|Q205375|Q212238|Q5482740|Q557880|Q81096|Q82955,Q16|Q258|Q30,same-QID observed-name provenance + lexical audit,extension,,foreign
q464234,Q464234,वाल्डो पोंसे,Waldo Ponce,वाल्डो अलोंसो पोंसे कॅरिझो,Waldo Alonso Ponce Carrizo,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q937857,Q298,same-QID observed-name provenance + lexical audit,extension,,foreign
q191162,Q191162,एमिल हेस्की,Emile Heskey,एमिल विल्यम आयव्हनहो हेस्की,Emile William Ivanhoe Heskey,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q937857,Q145,same-QID observed-name provenance + lexical audit,extension,,foreign
q294419,Q294419,ब्रेट एमर्टन,Brett Emerton,ब्रेट मायकेल एमर्टन,Brett Michael Emerton,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q937857,Q408,same-QID observed-name provenance + lexical audit,extension,,foreign
q311567,Q311567,योहान्स रिडबर्ग,Johannes Rydberg,योहान्स रॉबर्ट रिडबर्ग,Johannes Robert Rydberg,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q1622272|Q169470|Q170790,Q34,independent semantic review override,extension,,foreign
q260794,Q260794,सनी लिओने,Sunny Leone,करनजीत कौर वोहरा,Karenjit Kaur Vohra,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10800557|Q17456089|Q17456111|Q2526255|Q3286043|Q43845|Q4610556|Q488111|Q5716684,Q16|Q30,independent semantic review override,extension,,foreign
q175303,Q175303,आरोन लेनन,Aaron Lennon,एरन जस्टिन लेनन,Aaron Justin Lennon,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q937857,Q145,independent semantic review override,extension,,foreign
q204068,Q204068,पॅट्रिक राफ्टर,Patrick Rafter,पॅट्रिक मायकेल राफ्टर,Patrick Michael Rafter,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q10833314,Q408,independent semantic review override,extension,,foreign
q172792,Q172792,डॅरेन फ्लेचर,Darren Fletcher,डॅरेन बार फ्लेचर,Darren Barr Fletcher,mr,explicit_plus_alias:birth_name,2,alias,P1477,False,Q628099|Q937857,Q145,independent semantic review override,extension,,foreign
q132596,Q132596,तारो असो,Taro Aso,असो तारो,Aso Taro,mr,alias_observed,3,alias,alias,False,Q131524|Q188094|Q193391|Q2285706|Q82955,Q17,same-QID observed-name provenance + lexical audit,extension,,foreign
q134798,Q134798,हारुकी मुराकामी,Haruki Murakami,मुराकामी हारुकी,Murakami Haruki,mr,alias_observed,3,alias,alias,False,Q11513337|Q11774202|Q12144794|Q14467526|Q15949613|Q1622272|Q18844224|Q333634|Q36180|Q6625963,Q17,same-QID observed-name provenance + lexical audit,extension,,foreign
q152325,Q152325,इसोरोकु यामामोतो,Isoroku Yamamoto,यामामोतो इसोरोकु,Yamamoto Isoroku,mr,alias_observed,3,alias,alias,False,Q132851|Q189290,Q17,same-QID observed-name provenance + lexical audit,extension,,foreign
q180446,Q180446,ली ना,Li Na,ना लि,Na Li,mr,alias_observed,3,alias,alias,False,Q10833314|Q18814623,Q148,same-QID observed-name provenance + lexical audit,extension,,foreign
q197736,Q197736,राजेन्द्र प्रसाद्,Rajendra Prasad,राजेन्द्र बाबू,Rajendra Babu,mr,alias_observed,3,alias,alias,False,Q20826540|Q36180|Q37226|Q40348|Q82955,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q466330,Q466330,मीरा,Mira,जसोदा,Jasoda,mr,alias_observed,3,alias,alias,False,Q12328016|Q36180|Q49757,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q465826,Q465826,रेखा,Rekha,भानुरेखा गणेशन,Bhanurekha Ganesan,mr,alias_observed,3,alias,alias,False,Q10800557|Q1755412|Q33999|Q639669|Q82955,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q229073,Q229073,यारोस्लावा श्वेदोवा,Yaroslava Shvedova,यारोस्लावा व्याचेस्लावोव्ना श्वेदोव्हा,Yaroslava Vyacheslavovna Shvedova,mr,alias_observed,3,alias,alias,False,Q10833314,Q159|Q232,same-QID observed-name provenance + lexical audit,extension,,foreign
q101547,Q101547,थाबो म्बेकी,Thabo Mbeki,थाबो म्वुयेल्वा म्बेकी,Thabo Mvuyelwa Mbeki,mr,alias_observed,3,alias,alias,False,Q188094|Q82955|Q83307,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q160554,Q160554,मोहम्मद अली जिन्ना,Mohammad Ali Jinnah,मुहम्मद अली जिन्नाह,Muhammad Ali Jinnah,mr,alias_observed,3,alias,alias,False,Q30242234|Q40348|Q808967|Q82955,Q129286|Q843,same-QID observed-name provenance + lexical audit,extension,,native
q229104,Q229104,किमिको दाते,Kimiko Date,किमिको दाते-क्रुम,Kimiko Date-Krumm,mr,alias_observed,3,alias,alias,False,Q10833314|Q8246794,Q17,same-QID observed-name provenance + lexical audit,extension,,foreign
q333981,Q333981,याह्या खान,Yahya Khan,आगा मुहम्मद याह्या खान,Agha Muhammad Yahya Khan,mr,alias_observed,3,alias,alias,False,Q193391|Q47064|Q82955,Q129286|Q843,same-QID observed-name provenance + lexical audit,extension,,native
q487098,Q487098,अनास्तासिया रोदियोनोव्हा,Anastasia Rodionova,अनास्तासिया इव्हानोव्ना रोदियोनोव्हा,Anastasia Ivanovna Rodionova,mr,alias_observed,3,alias,alias,False,Q10833314,Q159|Q408,same-QID observed-name provenance + lexical audit,extension,,foreign
q3695020,Q3695020,अमानत अली खान,Amanat Ali Khan,उस्ताद अमानत अली खान,Ustad Amanat Ali Khan,mr,alias_observed,3,alias,alias,False,Q177220,Q129286|Q1775277|Q668|Q843,same-QID observed-name provenance + lexical audit,extension,,native
q3528474,Q3528474,अजित कोसला कुरुप्पुअराच्ची,Ajith Kosala Kuruppuarachchi,कोसला कुरुप्पुअराच्छी,Kosala Kuruppuarachchi,mr,alias_observed,3,alias,label,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q230571,Q230571,व्हेरा दुशेविना,Vera Dushevina,व्हेरा येवगेन्येव्ना दूशेव्हिना,Vera Yevgenyevna Dushevina,mr,alias_observed,3,alias,alias,False,Q10833314,Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q313051,Q313051,डेनिस कोलोदिन,Denis Kolodin,डेनिस अलेक्सेयेविच कोलोदिन,Denis Alekseyevich Kolodin,mr,alias_observed,3,alias,alias,False,Q628099|Q937857,Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q318481,Q318481,अपोलिनारियो माबिनी,Apolinario Mabini,अपोलिनारियो माबिनी इ मारानान,Apolinario Mabini y Maranan,mr,alias_observed,3,alias,alias,False,Q16533|Q18814623|Q1930187|Q193391|Q82955,Q928,same-QID observed-name provenance + lexical audit,extension,,foreign
q298547,Q298547,मुकेश अंबानी,Mukesh Ambani,मुकेश धीरूभाई अंबानी,Mukesh Dhirubhai Ambani,mr,alias_observed,3,alias,alias,False,Q131524|Q43845|Q627325,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q469818,Q469818,उदित नारायण,Udit Narayan,उदित नारायण झा,Udit Narayan Jha,mr,alias_observed,3,alias,label,False,Q10800557|Q1755412|Q177220|Q3282637|Q55960555|Q639669|Q947873,Q668|Q837,same-QID observed-name provenance + lexical audit,extension,,native
q1170634,Q1170634,अमिनुल इस्लाम,Aminul Islam,मोहम्मद अमिनुल इस्लाम,Mohammad Aminul Islam,mr,alias_observed,3,alias,alias,False,Q12299841,Q843|Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q1187662,Q1187662,महमुदुल्लाह,Mahmudullah,मोहम्मद महमुदुल्लाह,Mohammad Mahmudullah,mr,alias_observed,3,alias,alias,False,Q12299841,Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q441417,Q441417,रोमन अदामोव,Roman Adamov,रोमन स्टानिस्लावोविच अदामोव,Roman Stanislavovich Adamov,mr,alias_observed,3,alias,alias,False,Q628099|Q937857,Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q3531326,Q3531326,अतुल समरसेकरा,Athula Samarasekera,मैटीपागे अतुल रोहित समरसेकरा,Maitipage Athula Rohitha Samarasekera,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q5769763,Q5769763,हिरेन वरैया,Hiren Varaiya,हिरेन अशोक वरैया,Hiren Ashok Varaiya,mr,alias_observed,3,alias,alias,False,Q12299841,Q114,same-QID observed-name provenance + lexical audit,extension,,foreign
q202006,Q202006,ओलुसेगुन ओबासान्जो,Olesegun Obasanjo,ओलुसेगुन ओबासांजो,Olusegun Obasanjo,mr,alias_observed,3,alias,label,False,Q47064|Q81096|Q82955,Q1033,same-QID observed-name provenance + lexical audit,extension,,foreign
q3522442,Q3522442,अनुरा रणसिंघे,Anura Ranasinghe,अनुरा नंदन रणसिंघे,Anura Nandana Ranasinghe,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q3529872,Q3529872,चामर कपुगेडेरा,Chamara Kapugedera,चामर कांत कपुगेडेरा,Chamara Kantha Kapugedera,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q214891,Q214891,बोंगानी खुमालो,Bongani Khumalo,बोंगानी सांडिले खुमालो,Bongani Sandile Khumalo,mr,alias_observed,3,alias,alias,False,Q937857,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q7710745,Q7710745,तरंगा परानविताना,Tharanga Paranavitana,निषाद तरंगा परानविताना,Nishad Tharanga Paranavitana,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q316388,Q316388,हान्स सार्पी,Hans Sarpei,हान्स अडु सार्पी,Hans Adu Sarpei,mr,alias_observed,3,alias,alias,False,Q15978655|Q628099|Q937857|Q947873,Q117,same-QID observed-name provenance + lexical audit,extension,,foreign
q231974,Q231974,काटेरिना वोलोद्को,Yekaterina Volodko,कॅटेरिना बोन्डारेन्को,Yekaterina Bondarenko,mr,alias_observed,3,alias,alias,False,Q10833314,Q15180|Q212,same-QID observed-name provenance + lexical audit,extension,,foreign
q233231,Q233231,एलेना लिखोव्त्सेवा,Elena Likhovtseva,एलेना अलेक्झांड्रोव्ना लिखोव्त्सेवा,Yelena Aleksandrovna Likhovtseva,mr,alias_observed,3,alias,alias,False,Q10833314,Q15180|Q159|Q232,same-QID observed-name provenance + lexical audit,extension,,foreign
q315706,Q315706,टेको मोडिसे,Teko Modise,टेको त्शोलोफेलो मोडिसे,Teko Tsholofelo Modise,mr,alias_observed,3,alias,alias,False,Q937857,Q258,same-QID observed-name provenance + lexical audit,extension,,foreign
q448360,Q448360,पुसारला वेन्कता सिंधू,Pusarla Venkata Sindhu,सिंधु पुसर्ला वेंकटा,Sindhu Pusarla Venkata,mr,alias_observed,3,alias,alias,False,Q13141064|Q58825429,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q57441,Q57441,रामवरण यादव,Ramvaran Yadav,राम बरन यादव,Ram Baran Yadav,mr,alias_observed,3,alias,label,False,Q82955,Q837,same-QID observed-name provenance + lexical audit,extension,,foreign
q3349946,Q3349946,राजिन सालेह,Rajin Saleh,खोंडोकर मोहम्मद राजिन सालेह आलम,Khondokar Mohammad Rajin Saleh Alam,mr,alias_observed,3,alias,alias,False,Q12299841,Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q2724503,Q2724503,तिलकरत्ने दिलशान,Tillakaratne Dilshan,तिलकरत्ने मुदियासेलागे दिलशान,Tillakaratne Mudiyanselage Dilshan,mr,alias_observed,3,alias,alias,False,Q12299841,Q833|Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q102664,Q102664,मिखाइल ताल,Mikhail Tal,मिखाइल नेखेमियेविच ताल,Mikhail Nekhemievich Tal,mr,alias_observed,3,alias,alias,False,Q105269|Q10873124|Q1930187|Q2627699|Q36180,Q15180|Q211,same-QID observed-name provenance + lexical audit,extension,,foreign
q868653,Q868653,लारीसा सदारंगाणी,Larisa Sadarangani,लारीसा किशोर सदारंगाणी,Larisa Kishore Sadarangani,mr,alias_observed,3,alias,alias,False,Q13141064,Q664|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q47854,Q47854,प्रतिभा देवीसिंह पाटील,Pratibha Devisingh Patil,प्रतिभा पाटील,Pratibha Patil,mr,alias_observed,3,alias,label,False,Q40348|Q82955,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q2312779,Q2312779,लसिथ मलिंगा,Lasith Malinga,सेपारामाडु लसिथ मलिंगा,Separamadu Lasith Malinga,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q290438,Q290438,लारा दत्ता,Lara Dutta,लारा दत्ता भूपती,Lara Dutta Bhupathi,mr,alias_observed,3,alias,alias,False,Q10800557|Q18581305|Q33999|Q4610556,Q668,same-QID observed-name provenance + lexical audit,extension,,native
q3529082,Q3529082,हरुनुर रशीद,Harunur Rashid,मोहम्मद हरुनुर रशीद,Mohammad Harunur Rashid,mr,alias_observed,3,alias,alias,False,Q12299841,Q843|Q902,same-QID observed-name provenance + lexical audit,extension,,foreign
q2484404,Q2484404,युव्हाल नोआ हरारी,Yuval Noah Harari,युवाल नोआ हरारी,Yuval N. Harari,mr,alias_observed,3,alias,alias,False,Q112972705|Q1493121|Q1622272|Q201788|Q3332711|Q36180|Q4964182,Q801,same-QID observed-name provenance + lexical audit,extension,,foreign
q234898,Q234898,ए सी भक्तिवेदान्त स्वामी प्रभुपाद,A. C. Bhaktivedanta Swami Prabhupada,श्रील प्रभुपाद,Srila Prabhupada,mr,alias_observed,3,alias,alias,False,Q333634|Q36180|Q4964182,Q129286|Q1775277|Q668,same-QID observed-name provenance + lexical audit,extension,,native
q83557,Q83557,निकोलाय बासोव्ह,Nikolay Basov,निकोलाय गेनाडीयेविच बासोव्ह,Nikolay Gennadiyevich Basov,mr,alias_observed,3,alias,alias,False,Q1622272|Q169470|Q205375|Q82955,Q15180|Q159|Q2305208,same-QID observed-name provenance + lexical audit,extension,,foreign
q487182,Q487182,अनास्तासिया पाव्ल्युचेन्कोवा,Nastia Pavlyuchenkova,अनास्तासिया पाव्ल्युचेंकोवा,Anastasia Pavlyuchenkova,mr,alias_observed,3,alias,label,False,Q10833314,Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q188128,Q188128,अलेक्सेइ अलेक्सेयेविच अब्रिकोसोव्ह,Aleksey Alekseyevich Abrikosov,अलेक्सेइ अब्रिकोसोव्ह,Aleksey Abrikosov,mr,alias_observed,3,alias,alias,False,Q1622272|Q169470,Q15180|Q159|Q30,same-QID observed-name provenance + lexical audit,extension,,foreign
q1029664,Q1029664,दिनारा साफिना,Dinara Safina,दिनारा मिखाइलोव्ना साफिना,Dinara Mikhailovna Safina,mr,alias_observed,3,alias,alias,False,Q10833314,Q15180|Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q3527616,Q3527616,सूरज रणदिव,Suraj Randiv,हेवा कलुहपलमुल्लगे सूरज रणदिव कलुहलमुल्ला,Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q4734856,Q4734856,अल्पेश वाधेर,Alpesh Vadher,अल्पेश वल्लभदास वाधेर,Alpesh Vallabhdas Vadher,mr,alias_observed,3,alias,alias,False,Q12299841,Q114,same-QID observed-name provenance + lexical audit,extension,,foreign
q3523679,Q3523679,उपुल थरंगा,Upul Tharanga,वारूशविथाना उपुल थरंगा,Warushavithana Upul Tharanga,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q3531320,Q3531320,चंडिका हथुरुसिंघा,Chandika Hathurusingha,उपुल चंडिका हथुरुसिंघा,Upul Chandika Hathurusingha,mr,alias_observed,3,alias,alias,False,Q12299841,Q854,same-QID observed-name provenance + lexical audit,extension,,foreign
q39444,Q39444,रोनाल्डीन्हो,Ronaldinho,रोनाल्डो डि एसिस मोरेरा,Ronaldo de Assis Moreira,mr,alias_observed,3,alias,alias,False,Q18515558|Q2066131|Q36180|Q639669|Q82955|Q937857,Q155|Q29,same-QID observed-name provenance + lexical audit,extension,,foreign
q178865,Q178865,मिखाइल बोट्विनिक,Mikhail Botvinnik,मिखाइल मॉइसेयेविच बोट्विनिक,Mikhail Moiseyevich Botvinnik,mr,alias_observed,3,alias,alias,False,Q105269|Q10873124|Q1326886|Q2106721|Q2627699|Q36180|Q81096,Q15180|Q159,same-QID observed-name provenance + lexical audit,extension,,foreign
q131120,Q131120,अ‍ॅना कुर्निकोव्हा,Anna Kournikova,ऍना सर्गेयेव्ना कुर्निकोव्हा,Anna Sergeyevna Kournikova,mr,alias_observed,3,alias,alias,False,Q10833314|Q2066131|Q4610556|Q512314,Q159|Q30,same-QID observed-name provenance + lexical audit,extension,,foreign
